Sentiment	Text
neutral	The aim is to develop open-source application solutions .
neutral	The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .
neutral	The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .
positive	The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .
neutral	The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .
neutral	The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .
neutral	The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .
neutral	The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .
neutral	The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .
neutral	The company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding .
neutral	The company had hoped the new plant would be on stream by the end of 2008 .
neutral	The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .
neutral	The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .
positive	The company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .
neutral	The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively .
neutral	The company said production volumes so far indicate the circuit is capable of the targeted output rate of 60,000 tonnes per day , or 22 million tonnes a year .
neutral	The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .
neutral	The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .
neutral	The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .
neutral	The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .
neutral	The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .
neutral	The corrected chapter is in its entirety below .
neutral	The deal , already approved by shareholders , will be carried out in the first half of 2011 .
positive	The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .
neutral	The deal was worth about EUR 1.2 mn .
neutral	The device offers multimedia performance along with a host of productivity applications , including live stock prices .
neutral	The event can also be viewed as a live audio webcast at www.ahlstrom.com .
neutral	The event can also be viewed as a live webcast at www.cargotec.com .
neutral	The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .
neutral	The GeoSolutions team further provides an intriguing new technology combining GPS and Mobile-based technologies together with Internet-based social networking .
neutral	The investment will be worth approximately EUR 100mn .
neutral	The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .
neutral	The most important export markets are Norway , Germany , Russia and France .
positive	The most loyal customers were found in the Bank of +_land , with an index of 8.0 .
neutral	The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .
neutral	The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .
neutral	The number of customers is one of the most important parameters in determining the price of electricity networks .
neutral	The order was valued at over EUR15m .
neutral	The order was valued at USD12 .2 m.
neutral	The order was worth EUR 8mn .
neutral	The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .
neutral	The outsourced Scan and Capture solutions transfer paper invoices into electronic format , and Basware Business Transactions Service allows the customer to receive and send invoices in an electronic format .
neutral	The parties have also agreed that L+Ænnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to Hankkija-Maatalous 15 months after the purchase of the majority holding , at the earliest .
positive	The pipeline is strong .
neutral	The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy .
neutral	The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .
neutral	The record date for dividend distribution is March 14 , 2008 .
neutral	The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .
neutral	The second-quarter net sales are expected to be on par with the first quarter of 2009 .
positive	The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .
neutral	The solid fuel is heated before sludge is mixed therein . ''
neutral	The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .
neutral	The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 .
positive	The terms of the financing were approved by the Annual General Meeting of the Company held on June 30 , 2010 .
neutral	The total donation amount is EUR 1,115,000 .
neutral	The total investment necessary will be EUR40m , the company estimated .
neutral	The total project duration is three years and it is valued at some EUR11 .5 m.
neutral	The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .
neutral	The transaction , which includes US$ 1.5 billion euro1 billion in cash , vendor notes and share purchases , is expected to be completed in the first quarter of 2008 , the Finnish-Swedish paper maker said .
neutral	The upgraded factory is scheduled to come on stream in the summer of 2008 .
neutral	The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals . ''
positive	There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .
neutral	They are responsible for their own operations , customer relationships , and the development of these .
neutral	This allows devices such as mobile phones to become a few millimetres thinner .
neutral	This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .
positive	This is the first time Finnair has been awarded an agreement with the UK government .
neutral	This organization will assume the responsibility for operations in Russia .
neutral	This PC application allows users to copy files and other data from their Nokia mobile device to their computer as well as create backup content .
neutral	Three students from Universiti Sains Malaysia have won a study trip to Helsinki .
neutral	Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .
neutral	Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .
neutral	Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .
neutral	To achieve synergy targets related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina .
neutral	To raise consumer awareness and encourage people to recycle their old mobile devices Nokia runs regular recycling campaigns around the world .
neutral	To see more of New Haven Register , or to subscribe to the newspaper .
neutral	To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications .
neutral	Today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .
neutral	Together they generate Aspo 's goodwill .
neutral	Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow .
neutral	UNC Charlotte would also deploy SSH Tectia Connector to enable secure application connectivity .
positive	UPM-Kymmene has generated four consecutive quarters of positive Free Cash Flow .
positive	UPM-Kymmene has generated seventeen consecutive quarters of positive Cash Flow from Operations .
positive	UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .
neutral	UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .
neutral	Wayne Greensmith , Fiskars Brands UK senior brand manager , said : `` We have launched this as we want to give something back to the community .
positive	VDW combined with LXE devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions .
positive	We can choose the most efficient , best overall value option for our customers already at the bidding stage .
neutral	We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries .
neutral	We make available the following brand-new market analyses Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippines These analyses give a clear overview of the actual situation and future outlook of the cement industry in some Asian countries .
neutral	We serve a broad range of customers , including construction and process industries , shipyards , the public sector and households .
neutral	We went to the market with yield guidance of the 7.25 % area , which gave us the flexibility to go up or down by 1-8th .
neutral	Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .
neutral	When new types of network elements are added to the network , the conversion file is updated by adding the information required for converting the message format of the new network element type to the format understood by the management system .
positive	When open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat .
neutral	Via the plant , the Belgian company will feed 8.4 MW of electricity into the distribution grid and will be able to deliver up to 14 MW of heat .
positive	Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe .
neutral	Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .
neutral	Finnish plumbing and heating systems supplier Uponor announced a company-wide cost reduction program in August 2008 .
positive	Finnish plumbing and heating systems supplier Uponor Corporation ( OMX Helsinki : UNR1V ) said on Tuesday ( 12 August ) that its board of directors has authorised the management to proceed with a company-wide cost reduction program .
neutral	A Flurry Analytics spokesperson said that , as it was only measuring Windows Phone 7 data for some weeks , the firm double-checked the data to make sure the 66 per cent rise was not an aberration .
negative	Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .
negative	Employing 112 in Finland and 280 abroad , the unit recorded first-quarter 2007 sales of 8.6 mln eur , with an operating loss of 1.6 mln eur .
negative	JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .
negative	Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .
negative	IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains .
negative	Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .
negative	Several large stocks tacked lower , however .
positive	The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .
negative	Sales of mid-strength beer decreased by 40 % .
negative	TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .
positive	Aspocomp has repaid its interest bearing liability to Standard Chartered Bank and will use the rest of the consideration to partially repay its interest bearing liabilities in Finland and to improve its liquidity .
positive	EuroChem Head of Corporate Finance Alexander Gavrilov said : `` I am pleased that we have once again confirmed that EuroChem is able to attract long-term funds at attractive rates .
positive	Under a memorandum of understanding MoU the parties will collaborate in preparing and implementing joint projects in the fields of combined power and heat generation , environmental protection and energy efficient technologies .
positive	We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''
neutral	I thank Jarmo Ukonaho warmly for his contribution and wish him all the best in the future challenges . ''
positive	The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .
positive	Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .
positive	`` Following last year 's good profit development , we have entered the current year in a good position .
positive	HELSINKI (Thomson Financial)- Kemira GrowHow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in Europe , which is normally stronger during the first quarter .
positive	Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .
positive	For the full 2010 the company expects its net sales and operating result to improve from the previous year , saying that a positive operating result and its amount will depend on the order intake by the end of the summer .
positive	It will focus on improving its profitability next year by streamlining operations .
positive	MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear .
positive	Mr Lee said he hoped that Neste 's move will ` pave the way for more collaboration projects between our two countries ' .
positive	The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .
positive	The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .
positive	The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .
positive	The developers of that project predict that once it is completed in April 2009 , Skanssi will attract some 4.5 million visitors annually .
positive	The GeoSolutions technology will leverage Benefon 's GPS solutions by providing Location Based Search Technology , a Communities Platform , location relevant multimedia content and a new and powerful commercial model .
positive	The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .
positive	Those will be partially offset by a 186 mln eur gain on the sale of its Celbi pulp plant in Portugal .
positive	With the measures , Suominen Corporation aims to ensure the competitiveness of the Flexible Packaging business in the long term .
positive	ABB Deutsche Bank upgraded its recommendation on Swiss-Swedish engineering group ABB Ltd. to ` Buy ' from ` Hold ' .
positive	`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .
positive	`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .
positive	`` Our design team has long admired Marimekko 's vivid patterns and colors .
positive	`` Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday .
positive	`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . ''
positive	`` We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States , '' said Gray Swoope , executive director of MDA .
positive	`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .
positive	A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion .
neutral	Affecto has helped SKAT to set up the platform and has previously delivered several Business Intelligence projects for SKAT .
positive	Also , it is bringing in `` the right kind of people '' to upgrade its human resources .
positive	At the seminar , a memorandum of understanding on co-operation was signed between the Finnish Kemira Company and Vietnam National Chemical Corporation .
positive	By acquiring RCP , we can combine our strong knowhow with the expertise of a solid local company .
positive	EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .
positive	HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur .
positive	( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .
positive	Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .
neutral	Mr. Atul Chopra , Chief Operating Officer & President , Tecnotree elaborated '' I am eager to see the continued success of the former Tecnomen , bringing Lifetree product to MENA , under the Tecnotree umbrella .
positive	OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .
positive	Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .
positive	President and CEO Mika Vehvil+Æinen says the positive signs are first and foremost emerging outside Finland .
positive	Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .
positive	Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .
neutral	Since inception in 1999 , Access ' stable management team has remained disciplined and focused on the proactive screening , selection and management of European small to mid-market buy-out funds of funds and mandates .
positive	SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .
positive	The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .
positive	The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .
neutral	The goal is to secure the company 's profitability and competitiveness .
positive	The new policy was also aimed at making the companies more profitable and competitive .
positive	The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .
positive	This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody .
positive	Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .
positive	We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .
neutral	We now have both the opportunity and the responsibility to create a new journalistic culture to serve the readers of Alma Media 's newspapers , `` says Hannu Ollikainen , head of the new Helsinki desk .
positive	`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .
neutral	`` These patronage refunds reward members that use the fee-based services that make a positive contribution to CenCorp 's operating results , '' said Bill Walby , CenCorp CEO .
positive	`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .
positive	15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .
positive	Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .
positive	Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .
positive	Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .
positive	Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .
positive	Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .
positive	HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .
positive	HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .
positive	HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level .
positive	However , the bottom-line result improved thanks to positive financial items .
positive	Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive .
positive	Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .
positive	London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .
positive	Metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .
positive	Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year .
positive	The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .
positive	The policy was also aimed at making the companies more profitable and competitive .
positive	The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .
positive	We are very pleased with the fine co-operation between the two countries in recent times , he said .
positive	Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .
neutral	Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .
neutral	Aug. 31 , 2009 (Gawker Media delivered by Newstex)-- If you love fishing video games but felt that there just was n't enough wackiness involved , then Activision 's (NASDAQ : ATVI) Rapala : We Fish might just catch your eye with its family-fun hook .
neutral	The company has the poser , who wants to impress people with the latest handset .
positive	`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .
positive	According to Bosse , the present cooperation is beneficial to all parties , however .
positive	`` We are proud to contribute to the creation of a world-class airport facility with KONE 's innovative People Flow TM solutions .
negative	Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .
neutral	According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .
neutral	And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .
neutral	Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .
positive	Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .
neutral	Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .
neutral	It helps our stakeholders get a better understanding of our operations and the challenges in stainless steel business .
neutral	Mr. Mika Korpinen , APAC Vice President for Comptel concludes : `` Comptel is once again demonstrating the importance of providing reliable delivery and enabling time-to-market .
neutral	Music is provided by all major international and regional labels including Universal Music Group , Sony Music Entertainment , Warner Music , EMI Music , Rotana , Mazzika , Melody Music , Platinum Records , and leading content aggregator The Orchard , as well as thousands of independent labels .
neutral	Nordea Bank has a large share and vast experience in the Nordic credit card market .
neutral	One can even receive on the spot alerts as soon as jobs are posted , putting you at the front of the queue for opportunities .
positive	One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware .
neutral	Strong brand visibility nationally and regionally is of primary importance in home sales , vehicle and consumer advertising .
positive	Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .
neutral	Technopolis said before the protocol was signed that the techno-park would be built at a site covering more than six hectares in the Neudorf special economic zone and that it planned to invest 200 million euros in the project until 2009 inclusive .
neutral	The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .
positive	The CL51 is designed to measure cloud base height and vertical visibility in all weather conditions , which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection .
neutral	The company 's objective is to offer the best people flow experience by developing and delivering solutions that enable people to move smoothly , safely , comfortably and without waiting in buildings in an increasingly urbanizing environment .
neutral	The indexes include the top companies that are committed to sustainable development .
neutral	The paper industry 's de-inking sludge , which is produced in mills that use recycled fiber when printing ink is removed from recovered paper , is also a suitable raw material .
neutral	The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .
neutral	Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .
neutral	With Aldata , we can help retailers ensure that their merchandising and selections reflect customer demand and their evolving shopping behavior . ''
positive	- I am pleased that Bjorn Wahlroos has accepted the nomination .
neutral	`` Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview .
positive	`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .
positive	`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks .
neutral	`` We want to serve K-citymarket customers by offering them interesting and topical selections .
neutral	Finnish food industry companies are interested in the opportunities provided by Ukraine .
neutral	Finnish newspaper publisher Sanoma , of media group SanomaWSOY , is merging its free sheets Uutislehti 100 and Metro as of mid-September 2008 to form a new free sheet to be named Metro .
neutral	Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .
neutral	Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging .
positive	The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .
neutral	According to Mark White , Locatrix Communications ' CEO , the company 's web services interface allows device owners , friends , and family to track and locate TWIG users via any web browser .
neutral	Active shipping is essential for Finland .
positive	After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .
neutral	Basic banking activities continued as normal .
neutral	cents Scout for potential acquisition targets , with detailed insight into the companies financial and operational performance .
neutral	Chic and cheerful , Finnish design house Marimekko has been sending its geometric textiles out into the world for the past 60 years .
neutral	Community gardening has become a popular activity , especially to raise vegetables .
neutral	CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .
positive	Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .
positive	Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .
neutral	Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .
neutral	France T+_l+_com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said .
neutral	F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .
neutral	He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .
positive	Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .
neutral	Honkarakenne Oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring Finnish crosscountry skier Virpi Kuitunen for the next three years .
positive	I am looking forward to contribute to SRV 's success with my competence '' , says Taneli Hassinen .
neutral	In his turn Fradkov said Russia is interested in adopting Finnish experience in forming technology parks in the framework of implementing the law on special economic zone .
positive	It combines a perfect price performance with sophisticated management facilities , the company said .
positive	It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization .
neutral	It said Comptel delivers reliable provisioning and activation solutions which improve fulfilment processes for operators .
positive	Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx .
neutral	L&T has also made a commitment to redeem the remaining shares by the end of 2011 .
neutral	Proline Plus is a mechanical liquid handling device with a robust design suitable for all types of applications .
neutral	Nokia said that its next generation mobile gaming platform makes it easy for people to find , buy , play and share rich and immersive games on a range of Nokia devices .
neutral	Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .
neutral	Panostaja is a financially secure Finnish multi-field corporation that creates healthy companies and company entities .
positive	Poyry has a good track record of major transportation projects in Latin America .
neutral	Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .
neutral	So far the company has awarded more than $ 350,000 worth of tools and materials .
neutral	Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM .
positive	The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .
neutral	The company 's main shareholders Lihakunta and Itikka Osuuskunta have both made a commitment to acquire shares worth EUR 20mn .
neutral	The Engines in Asia-Pacific industry profile is an essential resource for top-level data and analysis covering the engines industry .
positive	The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods .
neutral	The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .
neutral	The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .
neutral	The StoneGate product is centrally manageable and suited for both physical and virtual environments .
neutral	The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .
neutral	The tower 's engineers have created an 18 degree westward lean - four times the inclination on the Leaning Tower of Pisa - using diagrid structures that are aligned geometrically using Tekla Structures BIM ( Building Information Modeling ) software .
neutral	The winners included the Honda Odyssey for minivan and the Nissan Armada for large SUV .
neutral	These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .
positive	This bold spinning 360 red fabric design is set beautifully on Ercols Napoli sofa .
positive	TomTom has given assurances that it will continue to sell maps to competitors if it wins EU approval .
